DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
160127101,11/11/2016 0:00,11/10/2016 0:00,1,1,Central,156,1,480,BIKE - STOLEN,344,57,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,500    SAN JULIAN                   ST,,34.0446,-118.245
161511783,5/21/2016 0:00,5/20/2016 0:00,2230,15,N Hollywood,1535,1,480,BIKE - STOLEN,344,30,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,11400    TIARA                        ST,,34.1785,-118.379
160920776,11/22/2016 0:00,11/22/2016 0:00,2210,9,Van Nuys,914,1,480,BIKE - STOLEN,1218 1822 0344,56,M,W,108,PARKING LOT,,,IC,Invest Cont,480,,,,15200    SHERMAN                      WY,,34.2012,-118.464
161105023,1/22/2016 0:00,1/16/2016 0:00,1530,11,Northeast,1151,1,480,BIKE - STOLEN,344,34,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,1600 N  MARIPOSA                     AV,,34.1,-118.2995
160812103,6/23/2016 0:00,6/23/2016 0:00,530,8,West LA,817,1,480,BIKE - STOLEN,0344 1251 1822,21,F,W,102,SIDEWALK,,,IC,Invest Cont,480,,,,WEYBURN                      AV,WESTWOOD                     BL,34.0626,-118.4454
161409351,3/15/2016 0:00,3/11/2016 0:00,822,14,Pacific,1474,1,480,BIKE - STOLEN,344,21,F,W,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,480,,,,8300    ALTAVAN                      AV,,33.9633,-118.4197
161426506,10/25/2016 0:00,10/24/2016 0:00,1400,14,Pacific,1474,1,480,BIKE - STOLEN,344,27,M,W,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,IC,Invest Cont,480,,,,00    LOYOLA MARYMOUNT             DR,,33.9677,-118.4231
160915154,8/8/2016 0:00,8/8/2016 0:00,1145,9,Van Nuys,935,1,480,BIKE - STOLEN,1822 0397 0344,37,M,H,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,480,,,,14400    ERWIN                        ST,,34.1837,-118.4465
160820201,12/20/2016 0:00,12/20/2016 0:00,2000,8,West LA,849,1,480,BIKE - STOLEN,344,27,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,800 S  SHERBOURNE                   DR,,34.063,-118.3793
160809288,4/22/2016 0:00,4/22/2016 0:00,1730,8,West LA,884,1,480,BIKE - STOLEN,1606 0344 1251,18,F,W,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,480,,,,WESTWOOD,OLYMPIC,34.0424,-118.4305
161426498,10/25/2016 0:00,10/25/2016 0:00,1020,14,Pacific,1453,1,480,BIKE - STOLEN,344,30,M,W,101,STREET,,,IC,Invest Cont,480,,,,4100    GLENCOE                      AV,,33.9903,-118.4432
160317314,7/20/2016 0:00,7/20/2016 0:00,1250,3,Southwest,328,1,480,BIKE - STOLEN,2004 0344,0,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,3300 S  FIGUEROA                     ST,,34.0268,-118.2808
160309222,3/22/2016 0:00,3/21/2016 0:00,1600,3,Southwest,328,1,480,BIKE - STOLEN,1251 0344,20,M,O,102,SIDEWALK,,,IC,Invest Cont,480,,,,3300 S  FIGUEROA                     ST,,34.0268,-118.2808
160622863,11/1/2016 0:00,10/31/2016 0:00,430,6,Hollywood,628,1,480,BIKE - STOLEN,344,22,F,W,108,PARKING LOT,,,IC,Invest Cont,480,,,,2000 N  ARGYLE                       AV,,34.1068,-118.3252
161429159,12/7/2016 0:00,9/1/2016 0:00,700,14,Pacific,1444,1,480,BIKE - STOLEN,344,26,F,O,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,13700    MARINA POINTE                DR,,33.9853,-118.444
161114567,8/9/2016 0:00,8/9/2016 0:00,30,11,Northeast,1143,1,480,BIKE - STOLEN,0344 0397,42,M,W,116,OTHER/OUTSIDE,,,IC,Invest Cont,480,,,,4300    FRANKLIN                     AV,,34.1054,-118.283
160612611,5/17/2016 0:00,5/13/2016 0:00,30,6,Hollywood,659,1,480,BIKE - STOLEN,344,65,M,W,108,PARKING LOT,,,IC,Invest Cont,480,,,,1400 N  SERRANO                      AV,,34.0967,-118.307
160804113,1/3/2016 0:00,1/3/2016 0:00,1200,8,West LA,822,1,480,BIKE - STOLEN,0344 1402,53,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,480,998,,,16000 W  SUNSET                       BL,,34.0489,-118.5342
161114460,8/6/2016 0:00,8/5/2016 0:00,1300,11,Northeast,1162,1,480,BIKE - STOLEN,0344 1402,30,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,998,,,4600    LEXINGTON                    AV,,34.0935,-118.2893
160315750,6/26/2016 0:00,6/26/2016 0:00,1000,3,Southwest,319,1,480,BIKE - STOLEN,0344 1251,26,M,O,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,IC,Invest Cont,480,,,,700 W  ADAMS                        BL,,34.0317,-118.2769
160608343,3/9/2016 0:00,3/9/2016 0:00,1,6,Hollywood,647,1,480,BIKE - STOLEN,344,51,M,W,717,HEALTH SPA/GYM,,,IC,Invest Cont,480,,,,1600 N  EL CENTRO                    AV,,34.0998,-118.3237
161411139,4/9/2016 0:00,4/8/2016 0:00,1200,14,Pacific,1464,1,480,BIKE - STOLEN,344,43,M,A,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,12900    RUNWAY                       RD,,33.9738,-118.423
161404414,1/6/2016 0:00,1/4/2016 0:00,2130,14,Pacific,1454,1,480,BIKE - STOLEN,344,32,F,A,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,4600    GLENCOE                      AV,,33.9843,-118.4329
160312228,5/3/2016 0:00,5/3/2016 0:00,1415,3,Southwest,358,1,480,BIKE - STOLEN,344,0,M,O,726,POLICE FACILITY,,,IC,Invest Cont,480,,,,JEFFERSON                    BL,MC CLINTOCK                  AV,34.0255,-118.2882
161429379,12/10/2016 0:00,12/1/2016 0:00,2000,14,Pacific,1483,1,480,BIKE - STOLEN,344,50,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,8700    PERSHING                     DR,,33.9547,-118.4413
161418348,7/9/2016 0:00,7/8/2016 0:00,933,14,Pacific,1415,1,480,BIKE - STOLEN,344,50,M,W,116,OTHER/OUTSIDE,,,IC,Invest Cont,480,,,,900    LAKE                         ST,,33.9989,-118.4627
161015435,9/12/2016 0:00,9/10/2016 0:00,2100,10,West Valley,1065,1,480,BIKE - STOLEN,344,21,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,5300    YARMOUTH                     AV,,34.167,-118.5203
161425257,10/5/2016 0:00,9/7/2016 0:00,1800,14,Pacific,1463,1,480,BIKE - STOLEN,344,35,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,13100    FOUNTAIN PARK                DR,,33.9748,-118.4282
160101493,12/9/2016 0:00,12/8/2016 0:00,1330,1,Central,152,1,480,BIKE - STOLEN,344,59,M,B,738,LIBRARY,,,IC,Invest Cont,480,,,,600 W  5TH                          ST,,34.0502,-118.254
160607906,3/1/2016 0:00,3/1/2016 0:00,2315,6,Hollywood,646,1,480,BIKE - STOLEN,344,32,M,B,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,480,,,,6500    HOLLYWOOD                    BL,,34.1016,-118.331
160319622,8/24/2016 0:00,8/24/2016 0:00,1550,3,Southwest,361,1,480,BIKE - STOLEN,0344 1202,63,M,W,406,OTHER STORE,,,IC,Invest Cont,480,,,,3700 S  LA BREA                      AV,,34.0199,-118.3556
160218950,10/17/2016 0:00,10/16/2016 0:00,1400,2,Rampart,204,1,480,BIKE - STOLEN,344,28,F,W,108,PARKING LOT,,,IC,Invest Cont,480,,,,800    SANBORN                      AV,,34.0867,-118.2845
160417871,11/21/2016 0:00,11/21/2016 0:00,900,4,Hollenbeck,421,1,480,BIKE - STOLEN,344,26,M,W,213,WAREHOUSE,,,IC,Invest Cont,480,,,,600    MOULTON                      AV,,34.066,-118.2189
162114656,8/11/2016 0:00,8/11/2016 0:00,800,21,Topanga,2177,1,480,BIKE - STOLEN,344,26,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,480,,,,21600    OXNARD                       ST,,34.1793,-118.6002
161414168,5/17/2016 0:00,4/22/2016 0:00,900,14,Pacific,1407,1,480,BIKE - STOLEN,,28,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,3500    DUNN                         DR,,34.0284,-118.4037
160316200,7/2/2016 0:00,7/2/2016 0:00,300,3,Southwest,343,1,480,BIKE - STOLEN,344,32,M,B,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,480,,,,5300    VILLAGE GREEN,,34.0198,-118.3597
161016893,10/13/2016 0:00,10/12/2016 0:00,1700,10,West Valley,1061,1,480,BIKE - STOLEN,344,50,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,5400    SHIRLEY                      AV,,34.1692,-118.5578
160709198,4/29/2016 0:00,4/15/2016 0:00,800,7,Wilshire,734,1,480,BIKE - STOLEN,0344 0397,42,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,300 S  COCHRAN                      AV,,34.0677,-118.3548
162017023,9/21/2016 0:00,9/21/2016 0:00,445,20,Olympic,2014,1,480,BIKE - STOLEN,344,33,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,100 N  HOBART                       BL,,34.0737,-118.3055
160612538,5/16/2016 0:00,5/16/2016 0:00,2130,6,Hollywood,656,1,480,BIKE - STOLEN,344,18,M,W,102,SIDEWALK,,,IC,Invest Cont,480,,,,1000    COLE                         AV,,34.0889,-118.3299
171204791,1/10/2017 0:00,8/1/2016 0:00,1,12,77th Street,1203,1,480,BIKE - STOLEN,344,36,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,1800 W  45TH                         ST,,34.0028,-118.3113
160716672,10/18/2016 0:00,10/17/2016 0:00,1200,7,Wilshire,719,1,480,BIKE - STOLEN,344,39,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,500 N  ROSSMORE                     AV,,34.079,-118.3273
160807415,3/13/2016 0:00,3/13/2016 0:00,1315,8,West LA,833,1,480,BIKE - STOLEN,0344 1251 1822,26,M,O,102,SIDEWALK,,,IC,Invest Cont,480,,,,WILKINS,KELTON,34.0538,-118.4443
160306160,2/4/2016 0:00,2/3/2016 0:00,1300,3,Southwest,337,1,480,BIKE - STOLEN,0344 1251,22,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,2900 S  NORMANDIE                    AV,,34.0291,-118.3002
161415995,6/8/2016 0:00,5/1/2016 0:00,200,14,Pacific,1413,1,480,BIKE - STOLEN,344,28,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,500    WESTMINSTER                  AV,,33.9928,-118.4697
160322704,10/6/2016 0:00,10/5/2016 0:00,1730,3,Southwest,331,1,480,BIKE - STOLEN,1251 0344 1259,15,M,O,108,PARKING LOT,,,IC,Invest Cont,480,,,,2900 S  LA BREA                      AV,,34.0288,-118.3526
160119107,7/16/2016 0:00,7/16/2016 0:00,1600,1,Central,162,1,480,BIKE - STOLEN,0344 0397,56,M,O,102,SIDEWALK,,,IC,Invest Cont,480,,,,800 W  8TH                          ST,,34.0473,-118.2601
160324272,10/29/2016 0:00,10/29/2016 0:00,1830,3,Southwest,358,1,480,BIKE - STOLEN,344,23,M,A,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,IC,Invest Cont,480,,,,1000 W  34TH                         ST,,34.0243,-118.2876
160121810,8/23/2016 0:00,8/22/2016 0:00,1830,1,Central,161,1,480,BIKE - STOLEN,344,27,M,O,102,SIDEWALK,,,IC,Invest Cont,480,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
160320612,9/7/2016 0:00,9/2/2016 0:00,1900,3,Southwest,328,1,480,BIKE - STOLEN,1251 0344,28,M,O,108,PARKING LOT,,,IC,Invest Cont,480,,,,2700    PORTLAND                     ST,,34.0298,-118.2828
160313758,5/25/2016 0:00,5/25/2016 0:00,900,3,Southwest,397,1,480,BIKE - STOLEN,344,56,M,H,108,PARKING LOT,,,IC,Invest Cont,480,,,,1200 W  MARTIN LUTHER KING JR        BL,,34.0109,-118.2959
160920401,11/16/2016 0:00,10/29/2016 0:00,1800,9,Van Nuys,943,1,480,BIKE - STOLEN,0344 1501,37,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,14300    CHANDLER                     BL,,34.1747,-118.4442
160910035,4/28/2016 0:00,4/28/2016 0:00,700,9,Van Nuys,905,1,480,BIKE - STOLEN,344,36,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,7300    KESTER                       AV,,34.203,-118.4575
161115615,8/30/2016 0:00,8/29/2016 0:00,1845,11,Northeast,1143,1,480,BIKE - STOLEN,344,32,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,3800    EVANS                        ST,,34.1069,-118.2743
160806413,2/21/2016 0:00,2/21/2016 0:00,1330,8,West LA,886,1,480,BIKE - STOLEN,0344 1822 0346,46,M,W,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,480,,,,2700    FORRESTER                    DR,,34.0443,-118.4045
160320896,9/11/2016 0:00,9/11/2016 0:00,1200,3,Southwest,308,1,480,BIKE - STOLEN,1251 0344,27,M,I,102,SIDEWALK,,,IC,Invest Cont,480,,,,900 W  ADAMS                        BL,,34.0347,-118.2809
160317541,7/23/2016 0:00,5/13/2016 0:00,2200,3,Southwest,328,1,480,BIKE - STOLEN,1251 0344,19,M,A,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,28TH                         ST,UNIVERSITY,34.0283,-118.2822
160913791,7/14/2016 0:00,7/14/2016 0:00,400,9,Van Nuys,941,1,480,BIKE - STOLEN,0397 0344,29,M,H,108,PARKING LOT,,,IC,Invest Cont,480,,,,5700    SEPULVEDA                    BL,,34.174,-118.4662
160404258,1/6/2016 0:00,1/6/2016 0:00,1730,4,Hollenbeck,449,1,480,BIKE - STOLEN,344,44,M,H,738,LIBRARY,,,JA,Juv Arrest,480,,,,2800    WABASH                       AV,,34.0527,-118.1969
160325490,11/15/2016 0:00,11/10/2016 0:00,2300,3,Southwest,328,1,480,BIKE - STOLEN,0344 1251,20,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,700 W  28TH                         ST,,34.0264,-118.278
160322523,10/4/2016 0:00,10/2/2016 0:00,2100,3,Southwest,338,1,480,BIKE - STOLEN,1251 0344,19,M,X,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,3100    MC CLINTOCK                  AV,,34.0269,-118.2858
160306941,2/15/2016 0:00,2/14/2016 0:00,1900,3,Southwest,358,1,480,BIKE - STOLEN,0344 1251,23,M,A,101,STREET,,,IC,Invest Cont,480,,,,3600    TROUSDALE                    PY,,34.0215,-118.2868
161315732,7/16/2016 0:00,7/15/2016 0:00,1800,13,Newton,1345,1,480,BIKE - STOLEN,344,19,F,H,503,HOTEL,,,IC,Invest Cont,480,,,,1100 E  35TH                         ST,,34.0119,-118.2565
162016672,9/13/2016 0:00,9/10/2016 0:00,800,20,Olympic,2019,1,480,BIKE - STOLEN,344,33,F,W,108,PARKING LOT,,,IC,Invest Cont,480,,,,100 N  HOOVER                       ST,,34.0728,-118.2878
160114603,5/14/2016 0:00,5/14/2016 0:00,1030,1,Central,147,1,480,BIKE - STOLEN,344,67,M,B,801,MTA BUS,,,IC,Invest Cont,480,,,,5TH,SAN PEDRO,34.0442,-118.2439
160612059,5/8/2016 0:00,4/28/2016 0:00,500,6,Hollywood,625,1,480,BIKE - STOLEN,344,50,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,1900 N  HIGHLAND                     AV,,34.1052,-118.3375
160108615,2/28/2016 0:00,2/28/2016 0:00,2000,1,Central,128,1,480,BIKE - STOLEN,344,35,M,H,101,STREET,,,IC,Invest Cont,480,,,,100 S  SAN PEDRO                    ST,,34.0504,-118.2409
161120653,12/14/2016 0:00,12/14/2016 0:00,1600,11,Northeast,1162,1,480,BIKE - STOLEN,0344 0397,35,F,H,108,PARKING LOT,,,IC,Invest Cont,480,,,,4500 W  SUNSET                       BL,,34.0982,-118.2874
160323154,10/11/2016 0:00,10/11/2016 0:00,300,3,Southwest,358,1,480,BIKE - STOLEN,0344 0397 1251,18,M,B,102,SIDEWALK,,,IC,Invest Cont,480,,,,3700    MCCLINTOCK                   AV,,34.0204,-118.29
160317349,7/20/2016 0:00,7/20/2016 0:00,2100,3,Southwest,303,1,480,BIKE - STOLEN,344,71,M,B,222,LAUNDROMAT,,,IC,Invest Cont,480,,,,5200 W  ADAMS                        BL,,34.0334,-118.3523
161115671,9/1/2016 0:00,8/30/2016 0:00,1600,11,Northeast,1177,1,480,BIKE - STOLEN,0344 0361,31,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,2600    ROSEVIEW                     AV,,34.0927,-118.2291
161107550,3/12/2016 0:00,3/12/2016 0:00,745,11,Northeast,1142,1,480,BIKE - STOLEN,344,46,M,W,101,STREET,,,IC,Invest Cont,480,,,,AMBROSE                      AV,HILLHURST                    AV,34.11,-118.2874
160113486,5/1/2016 0:00,5/1/2016 0:00,310,1,Central,192,1,480,BIKE - STOLEN,344,53,M,B,102,SIDEWALK,,,IC,Invest Cont,480,,,,1300 S  HOPE                         ST,,34.0395,-118.2656
161008514,4/17/2016 0:00,4/16/2016 0:00,1700,10,West Valley,1065,1,480,BIKE - STOLEN,0344 0397,22,M,W,108,PARKING LOT,,,IC,Invest Cont,480,,,,5400    NEWCASTLE                    AV,,34.1687,-118.5244
162106863,3/4/2016 0:00,2/29/2016 0:00,1600,21,Topanga,2156,1,480,BIKE - STOLEN,1202 0397 0344,63,M,A,101,STREET,,,IC,Invest Cont,480,,,,OWENSMOUTH,VANOWEN,34.1938,-118.6016
161418338,7/9/2016 0:00,7/7/2016 0:00,1830,14,Pacific,1415,1,480,BIKE - STOLEN,344,50,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,1600    PENMAR                       AV,,34.0034,-118.4577
160323214,10/13/2016 0:00,10/10/2016 0:00,1230,3,Southwest,358,1,480,BIKE - STOLEN,0344 1251,18,M,A,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,IC,Invest Cont,480,,,,600 W  34TH                         ST,,34.0212,-118.2805
160122599,9/3/2016 0:00,1/23/2016 0:00,1200,1,Central,132,1,480,BIKE - STOLEN,344,57,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,480,,,,200 S  GRAND                        AV,,34.0545,-118.2499
160307367,2/22/2016 0:00,2/19/2016 0:00,1400,3,Southwest,358,1,480,BIKE - STOLEN,1251 0344,18,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,480,,,,3600    MCCLINTOCK                   AV,,34.022,-118.289
160517732,10/25/2016 0:00,10/17/2016 0:00,1400,5,Harbor,515,1,480,BIKE - STOLEN,0344 1202,68,M,H,108,PARKING LOT,,,IC,Invest Cont,480,,,,800 W  PACIFIC COAST                HY,,33.7948,-118.2694
161010889,6/9/2016 0:00,6/8/2016 0:00,2100,10,West Valley,1025,1,480,BIKE - STOLEN,344,20,M,H,108,PARKING LOT,,,IC,Invest Cont,480,,,,18400    HART                         ST,,34.1975,-118.5335
160920057,11/9/2016 0:00,11/8/2016 0:00,830,9,Van Nuys,941,1,480,BIKE - STOLEN,344,38,M,W,102,SIDEWALK,,,IC,Invest Cont,480,,,,5900    SEPULVEDA                    BL,,34.1776,-118.4662
160814129,8/7/2016 0:00,7/20/2016 0:00,1200,8,West LA,852,1,480,BIKE - STOLEN,344,43,M,A,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,1700    GRANVILLE                    AV,,34.0403,-118.4559
161404719,1/11/2016 0:00,1/9/2016 0:00,700,14,Pacific,1431,1,480,BIKE - STOLEN,344,53,M,W,710,OTHER PREMISE,,,IC,Invest Cont,480,,,,200    WINDWARD                     AV,,33.9883,-118.4708
161514456,7/7/2016 0:00,7/7/2016 0:00,1,15,N Hollywood,1535,1,480,BIKE - STOLEN,0397 0344,26,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,11400    TIARA                        ST,,34.1785,-118.379
160622420,10/25/2016 0:00,10/25/2016 0:00,1300,6,Hollywood,646,1,480,BIKE - STOLEN,344,28,M,O,102,SIDEWALK,,,IC,Invest Cont,480,,,,1500    VINE                         ST,,34.0987,-118.3337
160117046,6/15/2016 0:00,6/15/2016 0:00,1500,1,Central,152,1,480,BIKE - STOLEN,344,26,M,W,102,SIDEWALK,,,IC,Invest Cont,480,,,,6TH                          ST,FLOWER                       ST,34.0502,-118.2574
160814634,8/18/2016 0:00,8/18/2016 0:00,100,8,West LA,859,1,480,BIKE - STOLEN,0344 1602,33,M,H,101,STREET,,,IC,Invest Cont,480,,,,8500    HORNER                       ST,,34.0499,-118.3761
160320974,9/12/2016 0:00,9/12/2016 0:00,1330,3,Southwest,328,1,480,BIKE - STOLEN,0344 1251 0397,19,M,K,102,SIDEWALK,,,IC,Invest Cont,480,,,,3300 S  FIGUEROA                     ST,,34.0268,-118.2808
161518755,9/24/2016 0:00,9/23/2016 0:00,900,15,N Hollywood,1583,1,480,BIKE - STOLEN,344,26,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,4200    TUJUNGA                      AV,,34.1451,-118.3875
161505215,1/22/2016 0:00,1/21/2016 0:00,1530,15,N Hollywood,1555,1,480,BIKE - STOLEN,344,22,M,O,102,SIDEWALK,,,IC,Invest Cont,480,,,,5000    LANKERSHIM                   BL,,34.1611,-118.3723
161421955,8/21/2016 0:00,8/21/2016 0:00,1430,14,Pacific,1431,1,480,BIKE - STOLEN,344,26,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,480,,,,1300    MAIN                         ST,,33.9901,-118.4726
160311632,4/25/2016 0:00,4/24/2016 0:00,1400,3,Southwest,358,1,480,BIKE - STOLEN,0344 1251,19,M,W,108,PARKING LOT,,,IC,Invest Cont,480,,,,600 W  34TH                         ST,,34.0212,-118.2805
161516266,8/10/2016 0:00,8/9/2016 0:00,2100,15,N Hollywood,1581,1,480,BIKE - STOLEN,344,70,F,W,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,480,,,,4100    VANTAGE                      AV,,34.145,-118.3976
160317874,7/28/2016 0:00,7/21/2016 0:00,1500,3,Southwest,337,1,480,BIKE - STOLEN,0344 1258 1251,12,M,H,108,PARKING LOT,,,IC,Invest Cont,480,,,,2900    RAYMOND                      AV,,34.0291,-118.2981
162020428,12/1/2016 0:00,11/27/2016 0:00,1310,20,Olympic,2033,1,480,BIKE - STOLEN,0344 0346 1602 0358,24,M,W,101,STREET,,,IC,Invest Cont,480,,,,SERRANO                      AV,WILSHIRE                     BL,34.0617,-118.3066
160307799,2/28/2016 0:00,2/27/2016 0:00,5,3,Southwest,325,1,480,BIKE - STOLEN,0344 1251,24,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,2600    ELLENDALE                    PL,,34.0307,-118.2923
160710061,5/19/2016 0:00,5/15/2016 0:00,1400,7,Wilshire,705,1,480,BIKE - STOLEN,344,42,M,W,108,PARKING LOT,,,IC,Invest Cont,480,,,,900 N  LA BREA                      AV,,34.0846,-118.3464
160704291,1/7/2016 0:00,1/6/2016 0:00,2200,7,Wilshire,724,1,480,BIKE - STOLEN,344,14,M,W,108,PARKING LOT,,,IC,Invest Cont,480,,,,100    THE GROVE                    DR,,34.0761,-118.3563
161111582,6/7/2016 0:00,6/4/2016 0:00,400,11,Northeast,1125,1,480,BIKE - STOLEN,344,47,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,1500 N  AVENUE 47,,34.1228,-118.2138
160122436,8/31/2016 0:00,8/31/2016 0:00,930,1,Central,145,1,480,BIKE - STOLEN,0397 0344,29,M,W,102,SIDEWALK,,,IC,Invest Cont,480,,,,5TH,MAIN,34.0464,-118.248
160610623,4/14/2016 0:00,3/24/2016 0:00,1000,6,Hollywood,636,1,480,BIKE - STOLEN,344,19,F,H,508,FRAT HOUSE/SORORITY/DORMITORY,,,IC,Invest Cont,480,,,,6400    FRANKLIN                     AV,,34.1053,-118.329
161411189,4/10/2016 0:00,4/9/2016 0:00,2300,14,Pacific,1463,1,480,BIKE - STOLEN,344,45,M,A,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,480,,,,5300    PLAYA VISTA                  DR,,33.9775,-118.4292
160116075,5/30/2016 0:00,5/29/2016 0:00,2015,1,Central,153,1,480,BIKE - STOLEN,344,58,M,O,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,480,,,,600 S  BROADWAY,,34.0467,-118.252
160804481,1/9/2016 0:00,1/9/2016 0:00,1000,8,West LA,834,1,480,BIKE - STOLEN,0344 0397,36,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,480,,,,10600    WILKINS                      AV,,34.0571,-118.4315
160323410,10/16/2016 0:00,10/14/2016 0:00,1400,3,Southwest,358,1,480,BIKE - STOLEN,0344 1251,18,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,1000 W  34TH                         ST,,34.0243,-118.2876
161520426,10/23/2016 0:00,10/23/2016 0:00,830,15,N Hollywood,1545,1,480,BIKE - STOLEN,0344 0397,25,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,480,,,,5400    BEN                          AV,,34.1687,-118.3943
160609626,3/28/2016 0:00,3/28/2016 0:00,2040,6,Hollywood,668,1,480,BIKE - STOLEN,344,42,M,H,407,HARDWARE/BUILDING SUPPLY,,,IC,Invest Cont,480,,,,5600 W  SUNSET                       BL,,34.0981,-118.3113
160321428,9/19/2016 0:00,9/15/2016 0:00,1700,3,Southwest,308,1,480,BIKE - STOLEN,1251 0344,23,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,2300    PORTLAND                     ST,,34.0339,-118.281
160129435,12/14/2016 0:00,12/9/2016 0:00,1200,1,Central,152,1,480,BIKE - STOLEN,0344 0397,54,M,W,102,SIDEWALK,,,IC,Invest Cont,480,,,,5TH,FLOWER,34.0516,-118.2561
